epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,396.462,1.8512,1.60445,1.66649,0.69464,0.57675,0.6345,0.29292,1.46871,10.8961,1.40762,0.0014852,0.0014852,0.0014852
15,425.392,1.81081,1.5438,1.65655,0.69817,0.56967,0.62731,0.27963,1.48757,5.10178,1.43003,0.0014456,0.0014456,0.0014456
16,453.75,1.80382,1.52493,1.649,0.7412,0.64109,0.70982,0.33569,1.36444,3.4051,1.34774,0.001406,0.001406,0.001406
17,481.598,1.75743,1.44189,1.60029,0.75924,0.64106,0.70899,0.32626,1.44575,2.69667,1.40185,0.0013664,0.0013664,0.0013664
18,509.446,1.75658,1.4449,1.62972,0.76902,0.62768,0.71432,0.34366,1.39238,3.03451,1.35442,0.0013268,0.0013268,0.0013268
19,537.372,1.7443,1.39447,1.61335,0.7801,0.65797,0.7415,0.35611,1.396,1.48759,1.36573,0.0012872,0.0012872,0.0012872
20,565.434,1.70547,1.38157,1.55901,0.78826,0.63606,0.73915,0.36425,1.37167,3.29437,1.33488,0.0012476,0.0012476,0.0012476
21,593.444,1.72177,1.35757,1.5976,0.78057,0.67927,0.75246,0.3725,1.34814,1.53329,1.32608,0.001208,0.001208,0.001208
22,621.547,1.68826,1.32368,1.57813,0.76164,0.67154,0.74238,0.37442,1.31441,4.11027,1.30435,0.0011684,0.0011684,0.0011684
23,649.314,1.65221,1.28303,1.54508,0.76114,0.73413,0.78043,0.39291,1.32493,3.75043,1.30402,0.0011288,0.0011288,0.0011288
24,677.429,1.66259,1.27693,1.55479,0.79164,0.70123,0.77034,0.38093,1.31925,3.97409,1.31331,0.0010892,0.0010892,0.0010892
25,704.973,1.67803,1.26354,1.54719,0.79866,0.70673,0.7891,0.39908,1.33518,3.50543,1.32391,0.0010496,0.0010496,0.0010496
26,733.859,1.62425,1.22661,1.53931,0.81288,0.72238,0.80479,0.41117,1.29953,1.324,1.29856,0.00101,0.00101,0.00101
27,763.414,1.62921,1.23699,1.51724,0.83898,0.75742,0.84135,0.44827,1.24299,2.26939,1.25386,0.0009704,0.0009704,0.0009704
28,793.554,1.60039,1.16845,1.49241,0.79271,0.76702,0.82374,0.44126,1.24791,2.30503,1.25135,0.0009308,0.0009308,0.0009308
29,821.607,1.56616,1.14508,1.49144,0.83064,0.76519,0.83854,0.45032,1.23857,2.52162,1.25042,0.0008912,0.0008912,0.0008912
30,850.28,1.57193,1.14831,1.47606,0.86206,0.76016,0.83973,0.45608,1.2264,1.74674,1.24231,0.0008516,0.0008516,0.0008516
31,878.748,1.57108,1.13099,1.48022,0.8785,0.77752,0.86256,0.47927,1.18137,1.85431,1.20194,0.000812,0.000812,0.000812
32,907.248,1.52524,1.0909,1.48417,0.83775,0.78575,0.85087,0.47362,1.17304,1.67107,1.21088,0.0007724,0.0007724,0.0007724
33,934.914,1.53646,1.08904,1.46645,0.83412,0.78104,0.85888,0.4737,1.19653,1.60197,1.21936,0.0007328,0.0007328,0.0007328
34,962.811,1.50671,1.04946,1.45282,0.85269,0.78301,0.86053,0.48438,1.15968,1.37264,1.20002,0.0006932,0.0006932,0.0006932
35,990.326,1.50696,1.0481,1.44631,0.89613,0.79223,0.87893,0.49819,1.14946,1.14757,1.20301,0.0006536,0.0006536,0.0006536
36,1018.55,1.48484,1.01223,1.43053,0.88681,0.79097,0.8721,0.50141,1.13713,1.03499,1.18812,0.000614,0.000614,0.000614
37,1046.34,1.46116,1.00425,1.41851,0.86963,0.81968,0.88862,0.51328,1.11043,1.75004,1.16164,0.0005744,0.0005744,0.0005744
38,1074.02,1.47372,0.97424,1.42375,0.88753,0.83143,0.89793,0.53128,1.09328,0.9487,1.15274,0.0005348,0.0005348,0.0005348
39,1100.55,1.44354,0.97265,1.38037,0.88809,0.84833,0.90409,0.53573,1.08208,0.96716,1.14316,0.0004952,0.0004952,0.0004952
40,1127.4,1.44714,0.96472,1.40679,0.89433,0.84287,0.90764,0.54541,1.0622,0.96919,1.14196,0.0004556,0.0004556,0.0004556
41,1175.34,1.43372,0.90394,1.47371,0.89058,0.84102,0.9069,0.54423,1.06111,1.99401,1.14162,0.000416,0.000416,0.000416
42,1201.35,1.36726,0.81547,1.41434,0.89686,0.86524,0.92139,0.56547,1.03205,1.54242,1.11086,0.0003764,0.0003764,0.0003764
43,1227.7,1.37085,0.80294,1.41526,0.91348,0.84892,0.92225,0.5698,1.04248,1.19076,1.11269,0.0003368,0.0003368,0.0003368
44,1254.05,1.34636,0.78059,1.40586,0.90901,0.858,0.9248,0.57129,1.01504,0.9028,1.10405,0.0002972,0.0002972,0.0002972
45,1280.26,1.30272,0.74614,1.37638,0.91709,0.8762,0.93055,0.59534,0.96713,0.98367,1.08149,0.0002576,0.0002576,0.0002576
46,1306.8,1.29313,0.73397,1.37319,0.92689,0.87449,0.93345,0.60209,0.95483,0.91391,1.06395,0.000218,0.000218,0.000218
47,1333.24,1.25834,0.70723,1.3552,0.93514,0.89036,0.93937,0.6082,0.95013,0.8348,1.05768,0.0001784,0.0001784,0.0001784
48,1359.75,1.24188,0.72088,1.34461,0.9306,0.88031,0.93929,0.6096,0.94594,0.81412,1.05837,0.0001388,0.0001388,0.0001388
49,1385.9,1.23146,0.69474,1.32367,0.93313,0.88762,0.94331,0.61971,0.92253,0.73286,1.03865,9.92e-05,9.92e-05,9.92e-05
50,1413.13,1.22459,0.67448,1.32001,0.92339,0.90178,0.94468,0.62402,0.91514,0.80218,1.04194,5.96e-05,5.96e-05,5.96e-05
